2025-06-24 10:18:15 | INFO     | Frontend | info:76 | Starting QA-Suite Frontend | Context: {"streamlit_version": "1.24.0", "python_version": "3.12.3 (main, May 26 2025, 18:50:19) [GCC 13.3.0]"}
2025-06-24 10:32:59 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10540}
2025-06-24 10:32:59 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10540}
2025-06-24 10:33:06 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate full flow"}
2025-06-24 10:33:15 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 8.84s | Context: {"functionality": "Generate full flow", "js_content_length": 10540}
2025-06-24 10:33:15 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 8.85s | Context: {"functionality": "Generate full flow", "test_ideas_count": 20}
2025-06-24 10:33:15 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate full flow", "test_ideas_count": 20}
2025-06-24 10:33:19 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 10:33:41 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 22.32s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:33:41 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 22.32s | Context: {"script_length": 10348}
2025-06-24 10:33:41 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 10348}
2025-06-24 10:33:44 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 10348}
2025-06-24 10:37:54 | INFO     | QA-Suite | api_call:124 | API POST /run_script | Status: 400 | Time: 250.02s | Context: {"script_length": 10348}
2025-06-24 10:37:54 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 250.02s | Context: {"script_length": 10348}
2025-06-24 10:37:54 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 10:37:54 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10348, "logs_count": 1}
2025-06-24 10:37:54 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10348, "logs_count": 1}
2025-06-24 10:41:31 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:41:31 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:41:34 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10540}
2025-06-24 10:41:34 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10540}
2025-06-24 10:41:40 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full Flow"}
2025-06-24 10:41:48 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 8.17s | Context: {"functionality": "Generate Full Flow", "js_content_length": 10540}
2025-06-24 10:41:48 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 8.17s | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 10:41:48 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 10:41:50 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 10:42:25 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 35.08s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:42:25 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 35.08s | Context: {"script_length": 10688}
2025-06-24 10:42:25 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 10688}
2025-06-24 10:43:00 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 10688}
2025-06-24 10:47:27 | INFO     | QA-Suite | api_call:124 | API POST /run_script | Status: 400 | Time: 266.83s | Context: {"script_length": 10688}
2025-06-24 10:47:27 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 266.83s | Context: {"script_length": 10688}
2025-06-24 10:47:27 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 10:47:27 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10688, "logs_count": 1}
2025-06-24 10:47:27 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10688, "logs_count": 1}
2025-06-24 10:52:46 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:52:46 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:52:49 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10556}
2025-06-24 10:52:49 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10556}
2025-06-24 10:52:55 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full flow"}
2025-06-24 10:53:00 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 5.62s | Context: {"functionality": "Generate Full flow", "js_content_length": 10556}
2025-06-24 10:53:00 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 5.62s | Context: {"functionality": "Generate Full flow", "test_ideas_count": 20}
2025-06-24 10:53:00 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Full flow", "test_ideas_count": 20}
2025-06-24 10:53:02 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 10:53:27 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 25.39s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:53:27 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 25.39s | Context: {"script_length": 10638}
2025-06-24 10:53:27 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 10638}
2025-06-24 10:53:32 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 10638}
2025-06-24 10:55:19 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 107.73s | Context: {"script_length": 10638}
2025-06-24 10:55:19 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 10:55:19 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10638, "logs_count": 1}
2025-06-24 10:55:19 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10638, "logs_count": 1}
2025-06-24 10:56:52 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:56:52 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:56:55 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10556}
2025-06-24 10:56:55 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10556}
2025-06-24 10:57:03 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full Flow"}
2025-06-24 10:57:12 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 9.23s | Context: {"functionality": "Generate Full Flow", "js_content_length": 10556}
2025-06-24 10:57:12 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 9.23s | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 10:57:12 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 10:57:15 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 10:57:47 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 32.15s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 10:57:47 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 32.15s | Context: {"script_length": 10789}
2025-06-24 10:57:47 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 10789}
2025-06-24 10:58:10 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 10789}
2025-06-24 11:01:49 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 218.90s | Context: {"script_length": 10789}
2025-06-24 11:01:49 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 11:01:49 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10789, "logs_count": 1}
2025-06-24 11:01:49 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10789, "logs_count": 1}
2025-06-24 11:03:15 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 11:03:15 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 11:03:17 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 11:03:17 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 11:03:23 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full Flow"}
2025-06-24 11:03:31 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 7.88s | Context: {"functionality": "Generate Full Flow", "js_content_length": 10432}
2025-06-24 11:03:31 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 7.88s | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 11:03:31 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 11:03:33 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 11:04:11 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 37.62s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 11:04:11 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 37.63s | Context: {"script_length": 10209}
2025-06-24 11:04:11 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 10209}
2025-06-24 11:05:13 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 10209}
2025-06-24 11:13:12 | INFO     | QA-Suite | api_call:124 | API POST /run_script | Status: 400 | Time: 478.69s | Context: {"script_length": 10209}
2025-06-24 11:13:12 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 478.70s | Context: {"script_length": 10209}
2025-06-24 11:13:12 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 11:13:12 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 11:13:12 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 11:35:00 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 11:35:00 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 11:54:27 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 11:54:27 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 10209, "logs_count": 1}
2025-06-24 12:09:14 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 12:09:14 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 12:09:17 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 12:09:17 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 12:09:24 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate full flow"}
2025-06-24 12:09:38 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 13.23s | Context: {"functionality": "Generate full flow", "js_content_length": 10432}
2025-06-24 12:09:38 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 13.23s | Context: {"functionality": "Generate full flow", "test_ideas_count": 20}
2025-06-24 12:09:38 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate full flow", "test_ideas_count": 20}
2025-06-24 12:09:40 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 12:10:13 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 33.28s | Context: {"website_url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 12:10:13 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 33.28s | Context: {"script_length": 7151}
2025-06-24 12:10:13 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 7151}
2025-06-24 12:10:15 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 7151}
2025-06-24 12:15:44 | INFO     | QA-Suite | api_call:124 | API POST /run_script | Status: 400 | Time: 328.49s | Context: {"script_length": 7151}
2025-06-24 12:15:44 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 328.50s | Context: {"script_length": 7151}
2025-06-24 12:15:44 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 12:15:44 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:15:44 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:16:41 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:16:41 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:28:14 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:28:14 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 7151, "logs_count": 1}
2025-06-24 12:47:10 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://geneconnectdoctor.shorthills.ai/login"}
2025-06-24 12:47:10 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://geneconnectdoctor.shorthills.ai/login"}
2025-06-24 12:47:14 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "geneconnectCompFlow.js", "file_size": 3790}
2025-06-24 12:47:14 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "geneconnectCompFlow.js", "file_size": 3790}
2025-06-24 12:47:21 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full Flow"}
2025-06-24 12:47:32 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 10.78s | Context: {"functionality": "Generate Full Flow", "js_content_length": 3790}
2025-06-24 12:47:32 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 10.78s | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 12:47:32 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
2025-06-24 12:47:35 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_full_flow_script
2025-06-24 12:47:51 | INFO     | QA-Suite | api_call:124 | API POST /generate_full_flow_script | Status: 200 | Time: 15.74s | Context: {"website_url": "https://geneconnectdoctor.shorthills.ai/login"}
2025-06-24 12:47:51 | INFO     | QA-Suite | performance:157 | PERFORMANCE full_flow_script_generation_ui | Duration: 15.74s | Context: {"script_length": 4337}
2025-06-24 12:47:51 | INFO     | QA-Suite | step:108 | STEP [4/7] Generate Full Flow Script | Context: {"script_length": 4337}
2025-06-24 12:47:55 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_run_script | Context: {"script_length": 4337}
2025-06-24 12:49:35 | INFO     | QA-Suite | api_call:124 | API POST /run_script | Status: 400 | Time: 99.49s | Context: {"script_length": 4337}
2025-06-24 12:49:35 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 99.49s | Context: {"script_length": 4337}
2025-06-24 12:49:35 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 1, "stats": {"passed": 0, "failed": 0, "total": 0}}
2025-06-24 12:49:35 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 12:49:35 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 12:59:50 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 12:59:50 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 14:11:40 | INFO     | QA-Suite | user_action:150 | USER ACTION: downloaded_results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 14:11:40 | INFO     | QA-Suite | step:108 | STEP [7/7] Download Results | Context: {"script_length": 4337, "logs_count": 1}
2025-06-24 14:26:40 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 14:26:40 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://valueinsightpro.jumpiq.com/auth/login?redirect=/"}
2025-06-24 14:26:43 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 14:26:43 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "jump_full_flow.js", "file_size": 10432}
2025-06-24 14:26:53 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Full Flow"}
2025-06-24 14:27:05 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 12.57s | Context: {"functionality": "Generate Full Flow", "js_content_length": 10432}
2025-06-24 14:27:05 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 12.58s | Context: {"functionality": "Generate Full Flow", "test_ideas_count": 20}
