2025-06-22 15:57:29 | INFO     | Frontend | info:76 | Starting QA-Suite Frontend | Context: {"streamlit_version": "1.24.0", "python_version": "3.12.3 (main, May 26 2025, 18:50:19) [GCC 13.3.0]"}
2025-06-22 16:01:40 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_execution_ui | Duration: 0.58s | Context: {"script_length": 52914}
2025-06-22 16:01:40 | INFO     | QA-Suite | step:108 | STEP [6/7] Run Tests | Context: {"logs_count": 0, "stats": {"failed": 0, "passed": 0, "success_rate": "0%", "total": 0}}
2025-06-22 16:05:53 | INFO     | QA-Suite | user_action:150 | USER ACTION: entered_website_url | Context: {"url": "https://geneconnectdoctor.shorthills.ai/login"}
2025-06-22 16:05:53 | INFO     | QA-Suite | step:108 | STEP [1/7] Enter Website URL | Context: {"url": "https://geneconnectdoctor.shorthills.ai/login"}
2025-06-22 16:05:55 | INFO     | QA-Suite | user_action:150 | USER ACTION: uploaded_js_file | Context: {"filename": "geneconnect 2 copy.js", "file_size": 4672}
2025-06-22 16:05:55 | INFO     | QA-Suite | step:108 | STEP [2/7] Upload JS File | Context: {"filename": "geneconnect 2 copy.js", "file_size": 4672}
2025-06-22 16:06:15 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_test_ideas | Context: {"functionality": "Generate Test cases for Login and Form 1"}
2025-06-22 16:06:31 | INFO     | QA-Suite | api_call:124 | API POST /generate_test_ideas | Status: 200 | Time: 16.33s | Context: {"functionality": "Generate Test cases for Login and Form 1", "js_content_length": 4672}
2025-06-22 16:06:31 | INFO     | QA-Suite | performance:157 | PERFORMANCE test_ideas_generation_ui | Duration: 16.33s | Context: {"functionality": "Generate Test cases for Login and Form 1", "test_ideas_count": 20}
2025-06-22 16:06:31 | INFO     | QA-Suite | step:108 | STEP [3/7] Generate Test Ideas | Context: {"functionality": "Generate Test cases for Login and Form 1", "test_ideas_count": 20}
2025-06-22 16:07:01 | INFO     | QA-Suite | user_action:150 | USER ACTION: clicked_generate_script | Context: {"selected_tests_count": 19, "selected_tests": ["Sanity: User can successfully log in with valid credentials and navigate to the dashboard.", "Sanity: Login page loads correctly displaying username, password fields, and submit button.", "Edge Case: Login fails and user remains on the login page when attempting to log in with an invalid username and valid password.", "Edge Case: Login fails and user remains on the login page when attempting to log in with a valid username and invalid password.", "Edge Case: Login fails and user remains on the login page when attempting to log in with both username and password fields empty.", "Edge Case: Login fails and user remains on the login page when attempting to log in with special characters in the username field.", "Edge Case: Login fails and user remains on the login page when attempting to log in with special characters in the password field.", "Error Recovery: User can successfully retry login after a previous failed attempt by re-entering valid credentials.", "Sanity: Age field auto-populates and updates correctly after entering a valid Date of Birth in Form 1.", "Functional Validation: First Name field in Form 1 accepts valid alphanumeric input.", "Functional Validation: Last Name field in Form 1 accepts valid alphanumeric input.", "Functional Validation: Date of Birth field in Form 1 accepts and displays input in MM/DD/YYYY format.", "Functional Validation: User can successfully select and deselect the 'Male' gender option in Form 1.", "Functional Validation: User can successfully select and deselect the 'Unknown' adoption status option in Form 1.", "Edge Case: Form 1 submission fails or button remains disabled when the First Name field is left empty.", "Edge Case: Form 1 submission fails or button remains disabled when the Date of Birth field is left empty.", "Edge Case: Form 1 submission fails or button remains disabled when no Gender option is selected.", "Edge Case: Form 1 submission fails or button remains disabled when multiple required fields (e.g., First Name, Last Name) are left empty.", "Edge Case: Form 1 submission fails or prevents progression when an invalid format is entered into the Date of Birth field."]}
2025-06-22 16:07:59 | INFO     | QA-Suite | api_call:124 | API POST /generate_script | Status: 500 | Time: 58.57s | Context: {"website_url": "https://geneconnectdoctor.shorthills.ai/login", "selected_tests_count": 19}
2025-06-22 16:07:59 | INFO     | QA-Suite | performance:157 | PERFORMANCE script_generation_ui | Duration: 58.57s | Context: {"selected_tests_count": 19, "script_length": 25}
